id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,location,last_review_year
5456,Guesthouse in Austin · ★4.84 · 1 bedroom · 2 beds · 1 bath,8028,Sylvia,,78702,30.26057,-97.73441,Entire home/apt,126,2,657,2023-08-27,3.72,1,306,42,,"(-97.73441, 30.26057)",2023.0
5769,Home in Austin · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,8186,Elizabeth,,78729,30.45697,-97.78422,Private room,45,1,290,2023-08-04,1.77,1,0,21,,"(-97.78422, 30.45697)",2023.0
6413,Guesthouse in Austin · ★4.97 · Studio · 1 bed · 1 bath,13879,Todd,,78704,30.24885,-97.73587,Entire home/apt,57,30,122,2022-10-17,0.73,1,0,3,,"(-97.73587, 30.24885)",2022.0
6448,Guesthouse in Austin · ★4.97 · 1 bedroom · 2 beds · 1 bath,14156,Amy,,78704,30.26034,-97.76487,Entire home/apt,159,3,305,2023-09-04,2.09,1,156,17,,"(-97.76487, 30.26034)",2023.0
8502,Guest suite in Austin · ★4.56 · 1 bedroom · 1 bed · 1 bath,25298,Karen,,78741,30.23466,-97.73682,Entire home/apt,48,4,51,2023-05-16,0.31,1,98,3,,"(-97.73682, 30.23466)",2023.0
13035,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 2 baths,50793,Molly,,78702,30.26098,-97.73072,Entire home/apt,123,30,18,2023-06-19,0.12,2,162,2,,"(-97.73072, 30.26098)",2023.0
18258,Bungalow in Austin · ★5.0 · 3 bedrooms · 2 beds · 2 baths,39458,Billy,,78745,30.19756,-97.78754,Entire home/apt,107,3,15,2023-08-18,1.4,1,3,15,,"(-97.78754, 30.19756)",2023.0
22828,Guesthouse in Austin · ★4.94 · 1 bedroom · 1 bed · 1 bath,56488,David,,78741,30.23614,-97.73225,Entire home/apt,65,30,51,2023-08-15,0.31,1,320,3,,"(-97.73225, 30.23614)",2023.0
22982,Guesthouse in Austin · ★4.91 · 2 bedrooms · 2 beds · 1 bath,89031,Gina,,78703,30.28074,-97.75381,Entire home/apt,250,1,166,2023-01-02,1.01,1,125,2,,"(-97.75381, 30.28074)",2023.0
25028,Bungalow in Austin · ★4.94 · 2 bedrooms · 2 beds · 1 bath,102862,Elana,,78757,30.33771,-97.73708,Entire home/apt,180,7,35,2021-07-28,0.21,2,51,0,,"(-97.73708, 30.33771)",2021.0
37324,Home in Austin · ★4.87 · 1 bedroom · 1 bed · 1 bath,161189,Chris,,78727,30.42895,-97.68958,Private room,33,30,39,2023-07-14,0.39,1,175,1,,"(-97.68958, 30.42895)",2023.0
40285,Home in Austin · ★4.92 · 2 bedrooms · 2 beds · 2 baths,170787,Robbie,,78731,30.35123,-97.76207,Entire home/apt,450,2,39,2023-06-10,0.26,1,356,4,,"(-97.76207, 30.35123)",2023.0
47572,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,215917,Belinda,,78758,30.37783,-97.70749,Private room,43,30,8,2023-08-19,0.15,1,344,2,,"(-97.70749, 30.37783)",2023.0
50318,Condo in Austin · ★4.88 · 2 bedrooms · 3 beds · 1 bath,12409,Flip,,78705,30.28588,-97.75145,Entire home/apt,101,30,35,2023-07-18,0.22,2,270,2,,"(-97.75145, 30.28588)",2023.0
57187,Guesthouse in Austin · ★4.91 · 1 bedroom · 3 beds · 1 bath,272156,Lois,,78704,30.25756,-97.76995,Entire home/apt,106,1,1003,2023-09-04,6.49,2,306,85,,"(-97.76995, 30.25756)",2023.0
69303,Condo in Austin · ★4.96 · 1 bedroom · 2 beds · 1.5 baths,272156,Lois,,78704,30.26146,-97.77276,Entire home/apt,154,1,224,2023-08-15,1.49,2,312,31,,"(-97.77276, 30.26146)",2023.0
69810,Guesthouse in Austin · ★4.98 · 1 bedroom · 1 bed · 1 bath,82762,Dolina,,78704,30.2309,-97.76619,Entire home/apt,134,2,445,2022-03-08,2.92,1,0,0,,"(-97.76619, 30.2309)",2022.0
70812,Guesthouse in Austin · ★4.89 · 1 bedroom · 3 beds · 1 bath,268988,Stephanie,,78704,30.24648,-97.74913,Entire home/apt,165,2,175,2023-02-21,1.15,1,67,5,,"(-97.74913, 30.24648)",2023.0
72833,Guesthouse in Austin · ★4.91 · 1 bedroom · 1 bed · 1 bath,378744,Ellen And Andy,,78731,30.313,-97.75066,Entire home/apt,135,3,413,2023-03-26,2.71,1,0,12,,"(-97.75066, 30.313)",2023.0
73005,Townhouse in Austin · ★4.89 · 2 bedrooms · 4 beds · 2.5 baths,128514,Vivian,,78727,30.41419,-97.73183,Entire home/apt,297,4,44,2023-01-04,0.29,1,87,1,,"(-97.73183, 30.41419)",2023.0
73289,Rental unit in Austin · ★4.88 · 2 bedrooms · 2 beds · 2 baths,382510,Christina,,78705,30.29016,-97.74478,Entire home/apt,111,30,60,2023-04-21,0.39,2,141,3,,"(-97.74478, 30.29016)",2023.0
74318,Home in Austin · ★4.82 · 1 bedroom · 1 bed · 1 bath,387918,Amy & Justin,,78704,30.24473,-97.77923,Entire home/apt,118,2,251,2022-11-14,1.66,2,172,4,,"(-97.77923, 30.24473)",2022.0
75957,Guesthouse in Austin · ★4.97 · 1 bedroom · 2 beds · 1 bath,404260,Kelly,,78703,30.29033,-97.76886,Entire home/apt,130,2,440,2023-09-06,2.89,2,230,36,,"(-97.76886, 30.29033)",2023.0
76501,Guest suite in Austin · ★4.96 · 1 bedroom · 2 beds · 1 bath,408534,Kevin And Bob,,78722,30.29192,-97.71939,Entire home/apt,125,2,228,2023-07-21,1.49,1,40,11,,"(-97.71939, 30.29192)",2023.0
76911,Home in Austin · ★4.96 · 5 bedrooms · 14 beds · 3 baths,394012,Cole,,78702,30.26945,-97.72491,Entire home/apt,400,2,202,2023-07-09,1.97,1,6,14,,"(-97.72491, 30.26945)",2023.0
76925,Home in Austin · ★4.94 · 3 bedrooms · 5 beds · 2 baths,411190,Lynn,,78702,30.25505,-97.72552,Entire home/apt,400,2,16,2019-05-27,0.11,1,0,0,,"(-97.72552, 30.25505)",2019.0
77347,Home in Austin · 1 bedroom · 1 bed · 1 private bath,382265,Leslie,,78733,30.33877,-97.882,Private room,104,2,0,,,1,365,0,,"(-97.882, 30.33877)",
77639,Home in Austin · ★4.68 · 2 bedrooms · 2 beds · 1 bath,416628,Carlos,,78704,30.25023,-97.77985,Entire home/apt,179,2,60,2023-06-21,0.55,1,352,15,,"(-97.77985, 30.25023)",2023.0
78035,Home in Austin · ★4.99 · 4 bedrooms · 4 beds · 3 baths,419192,Keith And Shannon,,78704,30.25659,-97.76772,Entire home/apt,750,4,91,2022-10-17,1.15,2,5,1,,"(-97.76772, 30.25659)",2022.0
78127,Home in Austin · ★4.20 · 5 bedrooms · 4 beds · 1 bath,419707,Julia,,78701,30.27672,-97.74799,Entire home/apt,240,1,6,2019-05-26,0.04,3,0,0,,"(-97.74799, 30.27672)",2019.0
78422,Home in Austin · ★4.86 · 3 bedrooms · 4 beds · 1 bath,421002,E. Dixie,,78702,30.27443,-97.71135,Entire home/apt,75,4,22,2023-08-06,0.14,1,121,16,,"(-97.71135, 30.27443)",2023.0
78731,Home in Austin · ★4.98 · 1 bedroom · 1 bed · 1 private bath,423131,Robin,,78702,30.27011,-97.72693,Private room,129,3,223,2023-07-02,1.59,1,108,18,,"(-97.72693, 30.27011)",2023.0
78884,Rental unit in Austin · ★4.78 · Studio · 2 beds · 1 bath,2157243,Sean,,78704,30.26126,-97.77358,Entire home/apt,114,2,196,2023-07-16,1.29,8,143,15,,"(-97.77358, 30.26126)",2023.0
79100,Guesthouse in Austin · ★4.97 · 1 bedroom · 1 bed · 1 bath,425706,Robert,,78723,30.30933,-97.6952,Entire home/apt,127,30,39,2023-05-10,0.31,4,90,2,,"(-97.6952, 30.30933)",2023.0
79603,Bungalow in Austin · ★4.81 · 2 bedrooms · 2 beds · 1 bath,428883,Beau,,78704,30.24948,-97.75896,Entire home/apt,168,2,142,2022-12-31,0.93,1,52,9,,"(-97.75896, 30.24948)",2022.0
79768,Bungalow in Austin · ★4.71 · 3 bedrooms · 3 beds · 1 bath,430091,Shawn,,78702,30.26035,-97.73253,Entire home/apt,225,4,34,2019-03-11,0.23,2,0,0,,"(-97.73253, 30.26035)",2019.0
82033,Home in Austin · ★4.25 · 3 bedrooms · 4 beds · 2 baths,445746,Kimberly,,78723,30.30393,-97.68872,Entire home/apt,300,2,4,2021-05-30,0.06,1,179,0,,"(-97.68872, 30.30393)",2021.0
83643,Home in Austin · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,456230,Michele,,78752,30.32395,-97.71851,Private room,52,2,274,2023-09-03,1.88,1,336,36,,"(-97.71851, 30.32395)",2023.0
84771,Condo in Austin · ★4.67 · 2 bedrooms · 1 bed · 1 bath,321037,Lucien,,78705,30.29386,-97.74188,Entire home/apt,81,2,16,2018-01-03,0.22,2,0,0,,"(-97.74188, 30.29386)",2018.0
89475,Home in Austin · ★4.86 · 4 bedrooms · 5 beds · 2 baths,487072,Greg & Amanda,,78757,30.35681,-97.72618,Entire home/apt,360,45,119,2023-03-14,0.89,12,344,3,,"(-97.72618, 30.35681)",2023.0
90898,Home in Austin · ★4.73 · 2 bedrooms · 3 beds · 1 bath,236847,Lester,,78704,30.24498,-97.74935,Entire home/apt,174,1,113,2023-03-14,0.75,2,355,5,,"(-97.74935, 30.24498)",2023.0
90957,Home in Austin · ★4.57 · 1 bedroom · 2 beds · 1 shared bath,236847,Lester,,78704,30.24574,-97.74828,Private room,84,1,7,2023-04-28,0.05,2,359,4,,"(-97.74828, 30.24574)",2023.0
104099,Guest suite in Austin · ★4.83 · 1 bedroom · 2 beds · 1 bath,213651,Daniel,,78704,30.254535068933667,-97.77675650778288,Entire home/apt,98,1,278,2023-09-04,1.91,2,20,55,,"(-97.77675650778288, 30.254535068933667)",2023.0
104386,Home in Austin Texas · ★4.97 · 2 bedrooms · 3 beds · 1 bath,543367,Mary,,78704,30.24645,-97.74701,Entire home/apt,150,31,139,2023-07-01,0.93,2,150,2,,"(-97.74701, 30.24645)",2023.0
104394,Bed and breakfast in Austin · ★4.63 · 1 bedroom · 1 bed · 1.5 baths,543424,Jill,,78745,30.20276,-97.82506,Private room,57,7,76,2023-06-30,0.51,1,84,2,,"(-97.82506, 30.20276)",2023.0
109005,Townhouse in Austin · ★4.93 · 2 bedrooms · 2 beds · 1 bath,552705,"Amanda (Marz, Nickname)",,78703,30.282673315905875,-97.76861987810229,Entire home/apt,250,3,15,2023-06-22,0.17,1,150,1,,"(-97.76861987810229, 30.282673315905875)",2023.0
113779,Bungalow in Austin · ★4.87 · 1 bedroom · 1 bed · 1 bath,578211,Pete,,78751,30.3027,-97.72945,Entire home/apt,126,20,101,2023-05-31,0.71,10,288,7,,"(-97.72945, 30.3027)",2023.0
116014,Home in Austin · 3 bedrooms · 3 beds · 1 bath,419707,Julia,,78701,30.27521,-97.74793,Entire home/apt,259,1,2,2019-04-14,0.01,3,0,0,,"(-97.74793, 30.27521)",2019.0
128326,Home in Austin · ★4.94 · 3 bedrooms · 3 beds · 2 baths,634580,Morrie And Rachel,,78736,30.24309,-98.0028,Entire home/apt,295,3,88,2023-07-30,0.6,1,332,9,,"(-98.0028, 30.24309)",2023.0
140474,Bungalow in Austin · ★4.90 · 2 bedrooms · 3 beds · 1 bath,578211,Pete,,78751,30.30215,-97.73046,Entire home/apt,120,20,90,2023-06-03,0.62,10,305,6,,"(-97.73046, 30.30215)",2023.0
140504,Bungalow in Austin · ★4.92 · 1 bedroom · 1 bed · 1 bath,578211,Pete,,78751,30.30397,-97.73037,Entire home/apt,127,20,98,2023-07-29,0.67,10,337,10,,"(-97.73037, 30.30397)",2023.0
145210,Guesthouse in Austin · ★4.90 · 1 bedroom · 1 bed · 1 bath,475506,Dan,,78705,30.30203,-97.74235,Entire home/apt,129,30,206,2022-11-09,1.57,1,284,1,,"(-97.74235, 30.30203)",2022.0
158398,Home in Austin · ★4.82 · 4 bedrooms · 4 beds · 3 baths,760426,Lis,,78704,30.25288,-97.78491,Entire home/apt,999,4,17,2022-06-18,0.12,1,163,0,,"(-97.78491, 30.25288)",2022.0
167459,Home in West Lake Hills · ★4.63 · 4 bedrooms · 4 beds · 3 baths,628942,Marnie,,78746,30.27767,-97.79126,Entire home/apt,800,3,8,2022-02-22,0.05,1,352,0,,"(-97.79126, 30.27767)",2022.0
174828,Home in Austin · ★4.88 · 4 bedrooms · 4 beds · 2 baths,835236,Jenny,,78752,30.33238,-97.71233,Entire home/apt,249,2,371,2023-05-30,2.54,1,169,13,,"(-97.71233, 30.33238)",2023.0
184853,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,518748,Rachel,,78704,30.24106,-97.77315,Entire home/apt,130,30,8,2023-08-01,0.15,2,105,3,,"(-97.77315, 30.24106)",2023.0
195674,Home in Austin · ★4.95 · 4 bedrooms · 5 beds · 2.5 baths,951551,Lori,,78704,30.25775,-97.76703,Entire home/apt,750,2,40,2023-03-17,0.31,1,330,2,,"(-97.76703, 30.25775)",2023.0
202187,Guesthouse in Austin · ★4.87 · 1 bedroom · 2 beds · 1 bath,989596,John,,78704,30.24867,-97.74678,Entire home/apt,72,1,979,2023-08-09,6.72,2,229,77,,"(-97.74678, 30.24867)",2023.0
202753,Loft in Austin · ★5.0 · 1 bedroom · 1 bed · 1 private bath,729047,Tracy,,78703,30.276272,-97.757103,Private room,200,3,15,2023-03-17,0.23,1,38,1,,"(-97.757103, 30.276272)",2023.0
207054,Home in Austin · ★4.91 · 2 bedrooms · 2 beds · 1 bath,1018853,Merri Gale & Donald,,78741,30.24434,-97.73069,Entire home/apt,136,3,206,2023-07-30,1.42,1,78,16,,"(-97.73069, 30.24434)",2023.0
208897,Home in Austin · ★4.96 · 3 bedrooms · 3 beds · 1 bath,1029071,Suzanne,,78702,30.263203,-97.699829,Entire home/apt,152,2,158,2023-08-21,1.37,1,166,31,,"(-97.699829, 30.263203)",2023.0
210834,Home in Austin · ★4.89 · 3 bedrooms · 5 beds · 2.5 baths,1039968,Megan,,78704,30.2527,-97.74385,Entire home/apt,485,3,19,2022-12-28,0.15,2,36,9,,"(-97.74385, 30.2527)",2022.0
214795,Condo in Austin · ★4.97 · 1 bedroom · 1 bed · 1 bath,1109019,Kristi,,78704,30.25175,-97.77242,Entire home/apt,67,2,105,2022-10-31,0.72,1,12,5,,"(-97.77242, 30.25175)",2022.0
218402,Home in Austin · ★4.73 · 1 bedroom · 1 bed · 1 private bath,1129520,Paulette,,78754,30.36145,-97.64397,Private room,30,28,28,2023-07-20,0.19,1,255,1,,"(-97.64397, 30.36145)",2023.0
219168,Rental unit in Austin · ★4.88 · Studio · 1 bed · 1 bath,1134580,Kalu,,78704,30.24519,-97.74486,Entire home/apt,250,2,8,2016-10-09,0.06,1,0,0,,"(-97.74486, 30.24519)",2016.0
222986,Home in Austin · ★4.96 · 3 bedrooms · 3 beds · 2 baths,1157982,Lyon,,78702,30.25753,-97.7313,Entire home/apt,500,20,53,2017-10-01,0.37,5,230,0,,"(-97.7313, 30.25753)",2017.0
224603,Guesthouse in Austin · ★4.94 · Studio · 1 bed · 1 bath,1169129,David And Kristy,,78751,30.30732,-97.72782,Entire home/apt,108,60,115,2023-08-13,0.79,4,178,1,,"(-97.72782, 30.30732)",2023.0
227372,Home in Austin · ★4.89 · 3 bedrooms · 5 beds · 2.5 baths,51183342,Hunter,,78704,30.247942,-97.749763,Entire home/apt,394,1,266,2023-08-31,1.9,9,173,29,,"(-97.749763, 30.247942)",2023.0
233930,Home in Austin · ★4.94 · 2 bedrooms · 2 beds · 1 bath,578211,Pete,,78751,30.30289,-97.72961,Entire home/apt,165,20,102,2023-08-14,0.72,10,315,4,,"(-97.72961, 30.30289)",2023.0
238657,Home in Austin · ★4.97 · 2 bedrooms · 2 beds · 1 bath,1250939,Kerry,,78704,30.252,-97.75628,Entire home/apt,158,1,206,2023-09-04,2.07,4,202,42,,"(-97.75628, 30.252)",2023.0
240541,Guesthouse in Austin · ★4.61 · 1 bedroom · 1 bed · 1 bath,1246229,Elizabeth,,78702,30.25424,-97.72587,Entire home/apt,49,1,776,2023-09-02,5.52,3,45,113,,"(-97.72587, 30.25424)",2023.0
247770,Home in Austin · 3 bedrooms · 2 beds,1298575,Gloria,,78723,30.30339,-97.68465,Entire home/apt,175,2,1,2012-03-13,0.01,1,0,0,,"(-97.68465, 30.30339)",2012.0
248515,Home in Austin · ★4.83 · 2 bedrooms · 2 beds · 1 bath,1208485,Caitlin,,78702,30.25572,-97.72874,Entire home/apt,201,2,186,2023-08-25,1.33,2,73,27,,"(-97.72874, 30.25572)",2023.0
252804,Home in Austin · ★4.67 · 3 bedrooms · 3 beds · 1.5 baths,1327500,Brooks,,78704,30.23254,-97.75479,Entire home/apt,100,30,94,2021-09-24,0.65,1,0,0,,"(-97.75479, 30.23254)",2021.0
254232,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 2 baths,1335409,Eric,,78703,30.278654098510746,-97.75550842285156,Entire home/apt,525,7,6,2022-10-31,0.04,2,314,1,,"(-97.75550842285156, 30.278654098510746)",2022.0
271052,Condo in Austin · ★4.89 · 2 bedrooms · 2 beds · 2 baths,1418696,Kelsey,,78704,30.25367,-97.77253,Entire home/apt,250,3,46,2023-03-19,0.33,1,342,6,,"(-97.77253, 30.25367)",2023.0
277028,Home in Austin · ★4.69 · 5 bedrooms · 13 beds · 2.5 baths,746455,Michael,,78703,30.28332,-97.76272,Entire home/apt,251,1,119,2023-05-21,0.83,5,260,6,,"(-97.76272, 30.28332)",2023.0
281182,Home in Austin · ★4.90 · 3 bedrooms · 3 beds · 2.5 baths,1465788,Michelle,,78702,30.28032,-97.70708,Entire home/apt,350,2,52,2023-05-07,0.37,1,158,3,,"(-97.70708, 30.28032)",2023.0
282342,Rental unit in Austin · ★4.77 · 3 bedrooms · 3 beds · 2.5 baths,1471597,Teresa,,78758,30.36774,-97.7078,Entire home/apt,86,30,30,2022-11-04,0.21,1,0,1,,"(-97.7078, 30.36774)",2022.0
295275,Home in Austin · ★4.86 · 3 bedrooms · 3 beds · 2 baths,1282837,Joseph,,78745,30.19037,-97.79003,Entire home/apt,191,30,66,2023-08-26,0.47,2,323,2,,"(-97.79003, 30.19037)",2023.0
300574,Guesthouse in Austin · ★4.88 · 1 bedroom · 3 beds · 1 bath,167892,Veronica,,78704,30.25508,-97.75767,Entire home/apt,135,2,459,2023-09-04,3.26,1,331,40,,"(-97.75767, 30.25508)",2023.0
304808,Home in Austin · ★4.83 · 1 bedroom · 1 bed · 1 private bath,1566930,Chris,,78702,30.2733,-97.7269,Private room,81,2,364,2023-07-15,2.57,1,313,27,,"(-97.7269, 30.2733)",2023.0
304866,Guesthouse in Austin · ★4.82 · 1 bedroom · 2 beds · 1 bath,1568741,Jim O',,78745,30.20943,-97.77117,Entire home/apt,80,3,182,2023-05-29,1.29,17,347,12,,"(-97.77117, 30.20943)",2023.0
305392,Home in Austin · ★5.0 · 5 bedrooms · 5 beds · 3 baths,117233,Paige,,78702,30.25688,-97.73244,Entire home/apt,695,3,13,2022-03-17,0.1,1,0,0,,"(-97.73244, 30.25688)",2022.0
315239,Home in Austin · 3 bedrooms · 3 beds · 2 baths,1617870,John,,78745,30.21467,-97.77901,Entire home/apt,600,3,2,2014-03-17,0.02,1,365,0,,"(-97.77901, 30.21467)",2014.0
316630,Home in Austin · ★4.89 · 2 bedrooms · 2 beds · 1 bath,1626165,Gretchen,,78704,30.25472,-97.75562,Entire home/apt,400,3,9,2015-03-24,0.06,1,0,0,,"(-97.75562, 30.25472)",2015.0
319759,Townhouse in Austin · ★4.84 · 5 bedrooms · 9 beds · 3.5 baths,814883,Kristen,,78702,30.26585,-97.73328,Entire home/apt,321,1,316,2023-08-15,2.26,13,279,40,,"(-97.73328, 30.26585)",2023.0
319887,Home in Austin · 2 bedrooms · 3 beds · 1 bath,1640158,Jeremy,,78702,30.25328,-97.72968,Entire home/apt,694,4,2,2015-03-18,0.02,1,0,0,,"(-97.72968, 30.25328)",2015.0
319894,Home in Austin · ★4.84 · 3 bedrooms · 3 beds · 2.5 baths,1640172,Gary,,78724,30.28354,-97.64966,Entire home/apt,187,2,200,2023-09-04,1.43,2,230,30,,"(-97.64966, 30.28354)",2023.0
322834,Home in Austin · ★4.80 · 3 bedrooms · 5 beds · 2 baths,3797734,Leslie And Dylan,,78702,30.26849,-97.71874,Entire home/apt,240,4,47,2018-03-25,0.34,1,0,0,,"(-97.71874, 30.26849)",2018.0
323733,Condo in Austin · ★4.85 · 2 bedrooms · 2 beds · 1 bath,1654178,Erik,,78701,30.26843,-97.74548,Entire home/apt,178,1,361,2019-10-25,2.59,1,0,0,,"(-97.74548, 30.26843)",2019.0
324480,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,1660476,Mark,,78705,30.29905,-97.73881,Entire home/apt,99,30,1,2022-09-20,0.08,2,363,1,,"(-97.73881, 30.29905)",2022.0
325889,Home in Austin · ★4.75 · 5 bedrooms · 6 beds · 2 baths,1666874,Brian,,78704,30.24583,-97.75472,Entire home/apt,799,3,92,2023-09-04,0.66,1,337,17,,"(-97.75472, 30.24583)",2023.0
326172,Guesthouse in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,1665442,Lionel,,78756,30.32665061950684,-97.74362182617188,Entire home/apt,7098,30,23,2023-06-01,0.16,1,38,1,,"(-97.74362182617188, 30.32665061950684)",2023.0
329172,Home in Austin · ★5.0 · 3 bedrooms · 3 beds · 2 baths,1680871,Janet,,78746,30.30085,-97.80794,Entire home/apt,495,3,7,2022-08-07,0.05,1,346,0,,"(-97.80794, 30.30085)",2022.0
329306,Home in Austin · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,880571,Angel,,78702,30.27232,-97.72579,Private room,68,2,604,2023-08-27,4.32,6,56,46,,"(-97.72579, 30.27232)",2023.0
331549,Place to stay in Austin · 1 bedroom · 1 bed · 1 bath,1690383,Sandra,,78725,30.23911,-97.58625,Private room,100,2,0,,,1,0,0,,"(-97.58625, 30.23911)",
333442,Home in Austin · ★4.84 · 5 bedrooms · 5 beds · 3 baths,1698318,Virginia,,78703,30.31267,-97.76641,Entire home/apt,256,3,175,2023-08-28,1.32,1,283,15,,"(-97.76641, 30.31267)",2023.0
333815,Home in Austin · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,372962,Kim,,78704,30.25381,-97.75262,Private room,102,2,171,2023-08-17,1.23,1,46,10,,"(-97.75262, 30.25381)",2023.0
334616,Condo in Austin · 2 bedrooms · 2 beds · 1 bath,608539,D,,78741,30.24481,-97.72379,Entire home/apt,250,1,2,2013-03-17,0.01,1,0,0,,"(-97.72379, 30.24481)",2013.0
335231,Home in Austin · 2 bedrooms · 2 beds · 1 bath,1665428,Krista,,78704,30.23841,-97.74402,Entire home/apt,95,28,1,2012-03-15,0.01,1,40,0,,"(-97.74402, 30.23841)",2012.0
335945,Home in Austin · ★4.56 · 2 bedrooms · 2 beds · 2 baths,1555683,Patrick,,78741,30.24026,-97.73338,Entire home/apt,149,3,34,2022-11-01,0.24,1,173,2,,"(-97.73338, 30.24026)",2022.0
337125,Home in Austin · ★4.79 · 1 bedroom · 2 beds,261883,Carolyn,,78759,30.42035,-97.76685,Private room,80,32,33,2015-10-06,0.24,1,83,0,,"(-97.76685, 30.42035)",2015.0
340045,Loft in Austin · 1 bedroom · 1 bed · 1.5 baths,1725752,Shanti,,78746,30.25937,-97.79249,Entire home/apt,400,1,1,2021-12-30,0.05,1,0,0,,"(-97.79249, 30.25937)",2021.0
340630,Home in Austin · ★4.74 · 2 bedrooms · 2 beds · 1 bath,531267,Shelley,,78757,30.33061,-97.72531,Entire home/apt,50,30,24,2023-03-28,0.17,2,38,3,,"(-97.72531, 30.33061)",2023.0
341382,Home in Austin · ★4.72 · 4 bedrooms · 6 beds · 2 baths,1205884,Luke And Rachel,,78702,30.26543,-97.71338,Entire home/apt,750,4,124,2019-03-17,0.89,1,0,0,,"(-97.71338, 30.26543)",2019.0
341530,Bungalow in Austin · ★4.82 · 1 bedroom · 1 bed · 1 bath,740347,Chris,,78704,30.24746,-97.75662,Entire home/apt,178,2,198,2023-04-24,1.44,2,15,5,,"(-97.75662, 30.24746)",2023.0
341596,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 1 shared bath,1733004,Julie,,78704,30.24623,-97.75904,Private room,135,2,94,2023-03-27,0.67,1,81,8,,"(-97.75904, 30.24623)",2023.0
342039,Guesthouse in Austin · ★4.93 · 1 bedroom · 1 bed · 1 bath,1735494,Steph And Joey,,78702,30.25158,-97.73147,Entire home/apt,104,1,369,2023-08-27,2.64,2,154,35,,"(-97.73147, 30.25158)",2023.0
342243,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 private bath,1736662,Teresa,,78759,30.41633,-97.75228,Private room,44,31,3,2020-02-13,0.05,1,335,0,,"(-97.75228, 30.41633)",2020.0
343462,Guest suite in Austin · ★4.89 · 1 bedroom · 1 bed · 1 bath,1742984,Rachel,,78721,30.26895,-97.68947,Entire home/apt,99,1,262,2023-09-04,1.87,1,266,16,,"(-97.68947, 30.26895)",2023.0
343889,Rental unit in Austin · ★4.74 · Studio · 1 bed · 1 bath,1744639,Darcy,,78702,30.27293,-97.72288,Entire home/apt,47,30,37,2023-07-31,0.26,1,128,7,,"(-97.72288, 30.27293)",2023.0
345221,Rental unit in Austin · ★4.38 · 2 bedrooms · 3 beds · 1 bath,1644218,Cecily,,78701,30.27247,-97.74796,Entire home/apt,299,3,8,2019-11-03,0.06,2,0,0,,"(-97.74796, 30.27247)",2019.0
345473,Home in Austin · ★4.96 · 3 bedrooms · 3 beds · 2 baths,1751224,Whitney,,78704,30.24619,-97.74569,Entire home/apt,209,3,196,2023-09-03,1.54,1,79,43,,"(-97.74569, 30.24619)",2023.0
345536,Bungalow in Austin · ★4.93 · 2 bedrooms · 3 beds · 1 bath,1752493,Gigi,,78704,30.2466,-97.76157,Entire home/apt,165,2,307,2023-08-08,2.22,2,268,31,,"(-97.76157, 30.2466)",2023.0
347572,Home in Austin · ★4.90 · 2 bedrooms · 3 beds · 1 bath,1761506,Savanna,,78702,30.26448,-97.71715,Entire home/apt,125,2,29,2020-03-01,0.21,1,0,0,,"(-97.71715, 30.26448)",2020.0
347654,Home in Austin · ★4.91 · 3 bedrooms · 3 beds · 2.5 baths,1761915,Charm,,78704,30.23661,-97.7449,Entire home/apt,525,1,67,2023-07-02,0.48,3,80,4,,"(-97.7449, 30.23661)",2023.0
347935,Home in Austin · 2 bedrooms · 2 beds · 1 bath,1763742,Amber,,78704,30.25152,-97.76212,Entire home/apt,643,5,1,2012-03-18,0.01,1,0,0,,"(-97.76212, 30.25152)",2012.0
349447,Bungalow in Austin · ★4.84 · 1 bedroom · 1 bed · 1 bath,1770424,Jason,,78702,30.27871,-97.72332,Entire home/apt,121,1,857,2023-08-26,6.13,8,333,80,,"(-97.72332, 30.27871)",2023.0
349635,Guest suite in Austin · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,1771402,Cindie,,78703,30.29932,-97.77631,Private room,72,1,71,2022-10-23,0.58,2,25,1,,"(-97.77631, 30.29932)",2022.0
350072,Home in Austin · ★5.0 · 3 bedrooms · 3 beds · 3 baths,1714818,Jessica,,78704,30.24643,-97.76403,Entire home/apt,825,3,6,2014-11-04,0.04,1,0,0,,"(-97.76403, 30.24643)",2014.0
351865,Home in Austin · 1 bedroom · 1 bed · 1 bath,1782559,Julie,,78754,30.33345,-97.64937,Private room,75,1,0,,,1,0,0,,"(-97.64937, 30.33345)",
